Origin,Sector,Zone_consumption,SubZone_Consumption,Value,CSRD_sector
PRY,"Growing beverage crops (coffee, tea etc) industry",Africa,Rest_of_Africa,2.0949067386647e-02,Within EU law
ARG,"Growing beverage crops (coffee, tea etc) industry",Africa,Rest_of_Africa,1.29085401356404e-04,Within EU law
CIV,"Growing beverage crops (coffee, tea etc) industry",Africa,Rest_of_Africa,7.16322506507159,Within EU law
COD,"Growing beverage crops (coffee, tea etc) industry",Africa,Rest_of_Africa,0.497136175953954,Within EU law
BRA,"Growing beverage crops (coffee, tea etc) industry",Africa,Rest_of_Africa,6.75169880507736e-02,Within EU law
PER,"Growing beverage crops (coffee, tea etc) industry",Africa,Rest_of_Africa,0.438852304962454,Within EU law
MYS,"Growing beverage crops (coffee, tea etc) industry",Africa,Rest_of_Africa,2.04604433868139e-03,Within EU law
IDN,"Growing beverage crops (coffee, tea etc) industry",Africa,Rest_of_Africa,8.16714883831992e-02,Within EU law
AGO,"Growing beverage crops (coffee, tea etc) industry",Africa,Rest_of_Africa,1.17890634364e-05,Within EU law
GHA,"Growing beverage crops (coffee, tea etc) industry",Africa,Rest_of_Africa,1.68402543572345e-02,Within EU law
COL,Growing crops n.e.c. industry,Africa,Rest_of_Africa,9.17443587926327e-03,Within EU law
ARG,Growing crops n.e.c. industry,Africa,Rest_of_Africa,0,Within EU law
COD,Growing crops n.e.c. industry,Africa,Rest_of_Africa,6.24550849970673e-03,Within EU law
GHA,Growing crops n.e.c. industry,Africa,Rest_of_Africa,4.33580395541353,Within EU law
CIV,Growing crops n.e.c. industry,Africa,Rest_of_Africa,3.2378736276791,Within EU law
AGO,Growing crops n.e.c. industry,Africa,Rest_of_Africa,2.88217188380607e-04,Within EU law
PRY,Growing crops n.e.c. industry,Africa,Rest_of_Africa,0,Within EU law
MYS,Growing crops n.e.c. industry,Africa,Rest_of_Africa,1.84669550777754e-02,Within EU law
IDN,Growing crops n.e.c. industry,Africa,Rest_of_Africa,0.325142783978825,Within EU law
PER,Growing crops n.e.c. industry,Africa,Rest_of_Africa,9.53365843462629e-02,Within EU law
BRA,Growing crops n.e.c. industry,Africa,Rest_of_Africa,3.94888459087645e-02,Within EU law
COL,Growing wheat industry,Africa,Rest_of_Africa,2.62767891870361e-04,Outside EU law
BRA,Growing wheat industry,Africa,Rest_of_Africa,1.22043820877607,Outside EU law
AGO,Growing wheat industry,Africa,Rest_of_Africa,1.23429973243297e-03,Outside EU law
PER,Growing wheat industry,Africa,Rest_of_Africa,6.64041990707391e-03,Outside EU law
PRY,Growing wheat industry,Africa,Rest_of_Africa,1.13536028544418,Outside EU law
MYS,Growing wheat industry,Africa,Rest_of_Africa,0,Outside EU law
CIV,Growing wheat industry,Africa,Rest_of_Africa,0,Outside EU law
IDN,Growing wheat industry,Africa,Rest_of_Africa,0,Outside EU law
ARG,Growing wheat industry,Africa,Rest_of_Africa,1.21548156980368,Outside EU law
GHA,Growing wheat industry,Africa,Rest_of_Africa,0,Outside EU law
COD,Growing wheat industry,Africa,Rest_of_Africa,5.66727602031545e-04,Outside EU law
ARG,Growing leguminous crops and oil seeds industry,Africa,Rest_of_Africa,1.04147571852932,Within EU law
CIV,Growing leguminous crops and oil seeds industry,Africa,Rest_of_Africa,0.148481259995705,Within EU law
IDN,Growing leguminous crops and oil seeds industry,Africa,Rest_of_Africa,41.8957491424053,Within EU law
BRA,Growing leguminous crops and oil seeds industry,Africa,Rest_of_Africa,16.2278915569643,Within EU law
MYS,Growing leguminous crops and oil seeds industry,Africa,Rest_of_Africa,27.4727259192279,Within EU law
PER,Growing leguminous crops and oil seeds industry,Africa,Rest_of_Africa,3.17202047536747e-02,Within EU law
GHA,Growing leguminous crops and oil seeds industry,Africa,Rest_of_Africa,0.358015463115937,Within EU law
COD,Growing leguminous crops and oil seeds industry,Africa,Rest_of_Africa,2.87134208684101e-03,Within EU law
COL,Growing leguminous crops and oil seeds industry,Africa,Rest_of_Africa,7.73846892350386e-02,Within EU law
PRY,Growing leguminous crops and oil seeds industry,Africa,Rest_of_Africa,9.50925478409505,Within EU law
AGO,Growing leguminous crops and oil seeds industry,Africa,Rest_of_Africa,3.4658551441517e-02,Within EU law
IDN,Growing fruits and nuts industry,Oceania and Asia,Australia_and_New_Zealand,31.2427566801742,Outside EU law
PRY,Growing fruits and nuts industry,Oceania and Asia,Australia_and_New_Zealand,1.59961582986643,Outside EU law
AGO,Growing fruits and nuts industry,Oceania and Asia,Australia_and_New_Zealand,0.108488573292633,Outside EU law
COD,Growing fruits and nuts industry,Oceania and Asia,Australia_and_New_Zealand,13.7394105935591,Outside EU law
CIV,Growing fruits and nuts industry,Oceania and Asia,Australia_and_New_Zealand,32.8573201596183,Outside EU law
MYS,Growing fruits and nuts industry,Oceania and Asia,Australia_and_New_Zealand,5.07827467082328,Outside EU law
PER,Growing fruits and nuts industry,Oceania and Asia,Australia_and_New_Zealand,2.16148268959539,Outside EU law
COL,Growing fruits and nuts industry,Oceania and Asia,Australia_and_New_Zealand,3.54772369046926,Outside EU law
BRA,Growing fruits and nuts industry,Oceania and Asia,Australia_and_New_Zealand,0.154563817124106,Outside EU law
GHA,Growing fruits and nuts industry,Oceania and Asia,Australia_and_New_Zealand,49.0317240630552,Outside EU law
ARG,Growing fruits and nuts industry,Oceania and Asia,Australia_and_New_Zealand,1.18564458025937e-02,Outside EU law
BRA,Raising of cattle industry,Oceania and Asia,Australia_and_New_Zealand,10.9045178531115,Within EU law
PRY,Raising of cattle industry,Oceania and Asia,Australia_and_New_Zealand,3.87645126056035,Within EU law
GHA,Raising of cattle industry,Oceania and Asia,Australia_and_New_Zealand,5.72581157141973,Within EU law
CIV,Raising of cattle industry,Oceania and Asia,Australia_and_New_Zealand,0.833189615055597,Within EU law
MYS,Raising of cattle industry,Oceania and Asia,Australia_and_New_Zealand,4.92457847699046,Within EU law
IDN,Raising of cattle industry,Oceania and Asia,Australia_and_New_Zealand,20.6457313408917,Within EU law
ARG,Raising of cattle industry,Oceania and Asia,Australia_and_New_Zealand,8.82258818724568,Within EU law
AGO,Raising of cattle industry,Oceania and Asia,Australia_and_New_Zealand,171.161214327487,Within EU law
PER,Raising of cattle industry,Oceania and Asia,Australia_and_New_Zealand,33.9873316422101,Within EU law
COD,Raising of cattle industry,Oceania and Asia,Australia_and_New_Zealand,5.87448158780386,Within EU law
COL,Raising of cattle industry,Oceania and Asia,Australia_and_New_Zealand,18.6459225998924,Within EU law
BRA,"Growing spices, aromatic, drug and pharmaceutical crops industry",Oceania and Asia,Australia_and_New_Zealand,5.33043005639718e-02,Outside EU law
IDN,"Growing spices, aromatic, drug and pharmaceutical crops industry",Oceania and Asia,Australia_and_New_Zealand,25.0627102468937,Outside EU law
MYS,"Growing spices, aromatic, drug and pharmaceutical crops industry",Oceania and Asia,Australia_and_New_Zealand,13.8741559966204,Outside EU law
CIV,"Growing spices, aromatic, drug and pharmaceutical crops industry",Oceania and Asia,Australia_and_New_Zealand,6.64112149389741e-03,Outside EU law
PER,"Growing spices, aromatic, drug and pharmaceutical crops industry",Oceania and Asia,Australia_and_New_Zealand,0.232413799337032,Outside EU law
GHA,"Growing spices, aromatic, drug and pharmaceutical crops industry",Oceania and Asia,Australia_and_New_Zealand,8.0602096955562e-02,Outside EU law
COL,"Growing spices, aromatic, drug and pharmaceutical crops industry",Oceania and Asia,Australia_and_New_Zealand,4.72429599039647,Outside EU law
ARG,"Growing spices, aromatic, drug and pharmaceutical crops industry",Oceania and Asia,Australia_and_New_Zealand,4.35137748395285e-04,Outside EU law
COD,"Growing spices, aromatic, drug and pharmaceutical crops industry",Oceania and Asia,Australia_and_New_Zealand,4.73488438846313e-04,Outside EU law
AGO,"Growing spices, aromatic, drug and pharmaceutical crops industry",Oceania and Asia,Australia_and_New_Zealand,0,Outside EU law
PRY,"Growing spices, aromatic, drug and pharmaceutical crops industry",Oceania and Asia,Australia_and_New_Zealand,1.69969023684048e-02,Outside EU law
PRY,Growing rice industry,Oceania and Asia,Australia_and_New_Zealand,3.70086677020069,Outside EU law
BRA,Growing rice industry,Oceania and Asia,Australia_and_New_Zealand,1.41093311606751e-02,Outside EU law
AGO,Growing rice industry,Oceania and Asia,Australia_and_New_Zealand,1.87712780905488e-02,Outside EU law
CIV,Growing rice industry,Oceania and Asia,Australia_and_New_Zealand,0.432409331159829,Outside EU law
IDN,Growing rice industry,Oceania and Asia,Australia_and_New_Zealand,2.17970676052504,Outside EU law
COL,Growing rice industry,Oceania and Asia,Australia_and_New_Zealand,0.122986027132418,Outside EU law
PER,Growing rice industry,Oceania and Asia,Australia_and_New_Zealand,1.98647730317433e-03,Outside EU law
MYS,Growing rice industry,Oceania and Asia,Australia_and_New_Zealand,7.22483891311601e-02,Outside EU law
ARG,Growing rice industry,Oceania and Asia,Australia_and_New_Zealand,3.93534919993706e-04,Outside EU law
COD,Growing rice industry,Oceania and Asia,Australia_and_New_Zealand,2.24956092350029,Outside EU law
GHA,Growing rice industry,Oceania and Asia,Australia_and_New_Zealand,0.133694693049174,Outside EU law
IDN,Growing sugar beet and cane industry,Oceania and Asia,Australia_and_New_Zealand,20.2368512881421,Outside EU law
COD,Growing sugar beet and cane industry,Oceania and Asia,Australia_and_New_Zealand,0.102705549809192,Outside EU law
AGO,Growing sugar beet and cane industry,Oceania and Asia,Australia_and_New_Zealand,2.15918153589734,Outside EU law
BRA,Growing sugar beet and cane industry,Oceania and Asia,Australia_and_New_Zealand,9.70082598133973,Outside EU law
PER,Growing sugar beet and cane industry,Oceania and Asia,Australia_and_New_Zealand,1.31960247865647,Outside EU law
GHA,Growing sugar beet and cane industry,Oceania and Asia,Australia_and_New_Zealand,3.37011611451603e-02,Outside EU law
ARG,Growing sugar beet and cane industry,Oceania and Asia,Australia_and_New_Zealand,6.12308844902085e-02,Outside EU law
COL,Growing sugar beet and cane industry,Oceania and Asia,Australia_and_New_Zealand,4.14143782327144,Outside EU law
PRY,Growing sugar beet and cane industry,Oceania and Asia,Australia_and_New_Zealand,1.89146111872815,Outside EU law
CIV,Growing sugar beet and cane industry,Oceania and Asia,Australia_and_New_Zealand,0.191188621577643,Outside EU law
MYS,Growing sugar beet and cane industry,Oceania and Asia,Australia_and_New_Zealand,3.47270066565294,Outside EU law
COL,"Growing vegetables, roots, tubers industry",Oceania and Asia,Australia_and_New_Zealand,1.46537816392803,Outside EU law
MYS,"Growing vegetables, roots, tubers industry",Oceania and Asia,Australia_and_New_Zealand,1.82899455731923,Outside EU law
ARG,"Growing vegetables, roots, tubers industry",Oceania and Asia,Australia_and_New_Zealand,15.3596679457223,Outside EU law
PER,"Growing vegetables, roots, tubers industry",Oceania and Asia,Australia_and_New_Zealand,99.039274095006,Outside EU law
CIV,"Growing vegetables, roots, tubers industry",Oceania and Asia,Australia_and_New_Zealand,1.61066056644418,Outside EU law
GHA,"Growing vegetables, roots, tubers industry",Oceania and Asia,Australia_and_New_Zealand,10.8098784688078,Outside EU law
PRY,"Growing vegetables, roots, tubers industry",Oceania and Asia,Australia_and_New_Zealand,2.30939416235012e-02,Outside EU law
IDN,"Growing vegetables, roots, tubers industry",Oceania and Asia,Australia_and_New_Zealand,0,Outside EU law
COD,"Growing vegetables, roots, tubers industry",Oceania and Asia,Australia_and_New_Zealand,1.10775170046953,Outside EU law
AGO,"Growing vegetables, roots, tubers industry",Oceania and Asia,Australia_and_New_Zealand,0.105139956413651,Outside EU law
BRA,"Growing vegetables, roots, tubers industry",Oceania and Asia,Australia_and_New_Zealand,0.227854468426814,Outside EU law
IDN,Growing grapes industry,Oceania and Asia,Australia_and_New_Zealand,0,Outside EU law
BRA,Growing grapes industry,Oceania and Asia,Australia_and_New_Zealand,4.45947031096317e-04,Outside EU law
AGO,Growing grapes industry,Oceania and Asia,Australia_and_New_Zealand,0,Outside EU law
PER,Growing grapes industry,Oceania and Asia,Australia_and_New_Zealand,0.322890397075872,Outside EU law
PRY,Growing grapes industry,Oceania and Asia,Australia_and_New_Zealand,4.37810305031989e-04,Outside EU law
MYS,Growing grapes industry,Oceania and Asia,Australia_and_New_Zealand,0,Outside EU law
COL,Growing grapes industry,Oceania and Asia,Australia_and_New_Zealand,1.51873669460419e-03,Outside EU law
COD,Growing grapes industry,Oceania and Asia,Australia_and_New_Zealand,0,Outside EU law
CIV,Growing grapes industry,Oceania and Asia,Australia_and_New_Zealand,0,Outside EU law
ARG,Growing grapes industry,Oceania and Asia,Australia_and_New_Zealand,6.40187611187402e-03,Outside EU law
GHA,Growing grapes industry,Oceania and Asia,Australia_and_New_Zealand,0,Outside EU law
ARG,Growing cereals n.e.c industry,Oceania and Asia,Australia_and_New_Zealand,0.513297740995988,Outside EU law
PRY,Growing cereals n.e.c industry,Oceania and Asia,Australia_and_New_Zealand,0.569021138353888,Outside EU law
AGO,Growing cereals n.e.c industry,Oceania and Asia,Australia_and_New_Zealand,0.15794799029063,Outside EU law
CIV,Growing cereals n.e.c industry,Oceania and Asia,Australia_and_New_Zealand,0.113659062637402,Outside EU law
GHA,Growing cereals n.e.c industry,Oceania and Asia,Australia_and_New_Zealand,0.400485958550312,Outside EU law
IDN,Growing cereals n.e.c industry,Oceania and Asia,Australia_and_New_Zealand,0,Outside EU law
BRA,Growing cereals n.e.c industry,Oceania and Asia,Australia_and_New_Zealand,6.92844980392964,Outside EU law
MYS,Growing cereals n.e.c industry,Oceania and Asia,Australia_and_New_Zealand,0,Outside EU law
COD,Growing cereals n.e.c industry,Oceania and Asia,Australia_and_New_Zealand,3.28649042662376e-03,Outside EU law
PER,Growing cereals n.e.c industry,Oceania and Asia,Australia_and_New_Zealand,1.84679147817381,Outside EU law
COL,Growing cereals n.e.c industry,Oceania and Asia,Australia_and_New_Zealand,0.133941405229692,Outside EU law
COL,Growing maize industry,Oceania and Asia,Australia_and_New_Zealand,2.26635029553968,Outside EU law
BRA,Growing maize industry,Oceania and Asia,Australia_and_New_Zealand,82.0210359758837,Outside EU law
ARG,Growing maize industry,Oceania and Asia,Australia_and_New_Zealand,3.92947054572584,Outside EU law
MYS,Growing maize industry,Oceania and Asia,Australia_and_New_Zealand,1.82315294592769,Outside EU law
PRY,Growing maize industry,Oceania and Asia,Australia_and_New_Zealand,75.0805102573795,Outside EU law
IDN,Growing maize industry,Oceania and Asia,Australia_and_New_Zealand,270.853189314215,Outside EU law
PER,Growing maize industry,Oceania and Asia,Australia_and_New_Zealand,3.84617806505522,Outside EU law
CIV,Growing maize industry,Oceania and Asia,Australia_and_New_Zealand,5.71522823374745,Outside EU law
COD,Growing maize industry,Oceania and Asia,Australia_and_New_Zealand,0.555984950665274,Outside EU law
GHA,Growing maize industry,Oceania and Asia,Australia_and_New_Zealand,28.7179162760789,Outside EU law
AGO,Growing maize industry,Oceania and Asia,Australia_and_New_Zealand,154.246969561718,Outside EU law
CIV,Growing tobacco industry,Oceania and Asia,Australia_and_New_Zealand,1.99971352445595e-03,Outside EU law
MYS,Growing tobacco industry,Oceania and Asia,Australia_and_New_Zealand,0.132265173241382,Outside EU law
PRY,Growing tobacco industry,Oceania and Asia,Australia_and_New_Zealand,3.46668358989006e-02,Outside EU law
PER,Growing tobacco industry,Oceania and Asia,Australia_and_New_Zealand,1.44369624732226e-03,Outside EU law
COD,Growing tobacco industry,Oceania and Asia,Australia_and_New_Zealand,2.69462865872876e-02,Outside EU law
BRA,Growing tobacco industry,Oceania and Asia,Australia_and_New_Zealand,0.556638658706073,Outside EU law
GHA,Growing tobacco industry,Oceania and Asia,Australia_and_New_Zealand,0.408862506450756,Outside EU law
IDN,Growing tobacco industry,Oceania and Asia,Australia_and_New_Zealand,5.76400505453402,Outside EU law
